id,user_msg,processed_intent,processed_class,processed_attributes,processed_filter_attributes,expected_intent,expected_class,expected_attributes,expected_filter_attributes,evaluation1_error_type,evaluation2_error_type,evaluation2_error_description
110,i want to delete all students,DELETE,student,,,DELETE,student,,,,assertion,"<Intent.DELETE: 'DELETE'> != <Intent.MEANINGLESS: 'MEANINGLESS'> : intent not correct.
processed_intent = MEANINGLESS
expected_intent = DELETE
user_msg: i want to delete all students"
111,delete students,DELETE,student,,,DELETE,student,,,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: delete students"
112,delete students with id <= 4,DELETE,student,"{""id"": ""4""}",,DELETE,student,"{""id"": ""4""}",,,assertion,"'student' != 'students__id'
- student
+ students__id
?        +++++
 : entity class not correct.
processed_class=students__id
expected_class=student
user_msg: delete students with id <= 4"
113,delete students with idless than or equal to 4,DELETE,idless,"{""students"": ""idless""}",,DELETE,student,,,assertion,,
114,delete students with id less than or equal to 4,DELETE,student,"{""id"": ""less than or equal to 4""}",,DELETE,student,"{""id"": ""less than or equal to 4""}",,,assertion,"'student' != 'students__id'
- student
+ students__id
?        +++++
 : entity class not correct.
processed_class=students__id
expected_class=student
user_msg: delete students with id less than or equal to 4"
115,"delete students with id=1, id=2 and id=3",DELETE,student,,,DELETE,student,,,,assertion,"'student' != 'id'
- student
+ id
 : entity class not correct.
processed_class=id
expected_class=student
user_msg: delete students with id=1, id=2 and id=3"
116,get students with id <4,READ,student,"{""id"": ""4""}",,READ,student,"{""id"": ""4""}",,,assertion,"'student' != 'students__id'
- student
+ students__id
?        +++++
 : entity class not correct.
processed_class=students__id
expected_class=student
user_msg: get students with id <4"
117,get all students with name 'rodrigo',READ,student,"{""name"": ""Rodrigo""}",,READ,student,"{""name"": ""Rodrigo""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: get all students with name 'rodrigo'"
118,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",UPDATE,student,"{""name"": ""Rodrigo Freitas""}","{""name"": ""Rodrigo""}",UPDATE,student,"{""name"": ""Rodrigo Freitas""}","{""name"": ""Rodrigo""}",,assertion,"<Intent.UPDATE: 'UPDATE'> != <Intent.MEANINGLESS: 'MEANINGLESS'> : intent not correct.
processed_intent = MEANINGLESS
expected_intent = UPDATE
user_msg: i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'"
119,remove the characteristc 'update' from all students,DELETE,characteristc,"{""characteristc"": ""update""}",,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.DELETE: 'DELETE'> : intent not correct.
processed_intent = DELETE
expected_intent = MEANINGLESS
user_msg: remove the characteristc 'update' from all students"
120,delete 'update' from all students,DELETE,student,,,DELETE,student,,,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: delete 'update' from all students"
121,get all students that starts with 'r',READ,student,,,READ,student,,,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: get all students that starts with 'r'"
122,get all students starting with the letter r,READ,student,"{""letter"": ""R""}",,READ,student,"{""letter"": ""R""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: get all students starting with the letter r"
123,get all students that the name starts with the letter r,READ,student,"{""name"": ""R""}",,READ,student,"{""name"": ""R""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: get all students that the name starts with the letter r"
124,"add film with name ""love, rosie"" and genre ""romance""",ADD,film,"{""name"": ""love, Rosie"", ""genre"": ""romance""}",,ADD,film,"{""name"": ""love, Rosie"", ""genre"": ""romance""}",,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film with name ""love, rosie"" and genre ""romance"""
125,show me the section film,READ,film,"{""section"": ""film""}",,READ,section_film,,,assertion,assertion,"'section_film' != 'greeting'
- section_film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=section_film
user_msg: show me the section film"
126,show me film,READ,film,,,READ,film,,,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: show me film"
127,how do i apply filters?,HELP,,,,HELP,,,,,assertion,"<Intent.HELP: 'HELP'> != <Intent.MEANINGLESS: 'MEANINGLESS'> : intent not correct.
processed_intent = MEANINGLESS
expected_intent = HELP
user_msg: how do i apply filters?"
128,"add film ""batman (2022)"" with genre=action",ADD,film,"{""genre"": ""action""}",,ADD,film,"{""genre"": ""action""}",,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film ""batman (2022)"" with genre=action"
129,"add film with name ""batman (2022)"" and genre=action",ADD,film,"{""name"": ""Batman (2022)"", ""genre"": ""action""}",,ADD,film,"{""name"": ""Batman (2022)"", ""genre"": ""action""}",,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film with name ""batman (2022)"" and genre=action"
130,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",ADD,film,,,ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",,assertion,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama"""
131,"add a film with name ""avatar (2022)"" and genre=action",ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",,ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add a film with name ""avatar (2022)"" and genre=action"
132,"now add film with name=crepúsculo and genre ""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: now add film with name=crepúsculo and genre ""drama"""
133,"add film with name=crepúsculo and genre ""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film with name=crepúsculo and genre ""drama"""
134,"add film with name='crepúsculo' and genre ""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film with name='crepúsculo' and genre ""drama"""
135,"film with name='crepúsculo' and genre=""drama""",MEANINGLESS,,,,MEANINGLESS,,,,,,
136,"add film film with name='crepúsculo' and genre=""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film film with name='crepúsculo' and genre=""drama"""
137,"add film with name='crepúsculo' and genre=""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film with name='crepúsculo' and genre=""drama"""
138,"add film with name ""crepúsculo"" and genre=drama",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film with name ""crepúsculo"" and genre=drama"
139,"add film with name ""crepusculo"" and genre=drama",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film with name ""crepusculo"" and genre=drama"
140,show me film where action is the genre,READ,film,"{""action"": ""the genre""}",,READ,film,"{""genre"": ""action""}",,assertion,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: show me film where action is the genre"
141,show me film where genre = action,READ,film,"{""genre"": ""action""}",,READ,film,"{""genre"": ""action""}",,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: show me film where genre = action"
142,"that's all, thanks!",GOODBYE,,,,GOODBYE,,,,,assertion,"<Intent.GOODBYE: 'GOODBYE'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = GOODBYE
user_msg: that's all, thanks!"
143,help!,HELP,,,,HELP,,,,,assertion,"<Intent.HELP: 'HELP'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = HELP
user_msg: help!"
144,sadfsafa,MEANINGLESS,,,,MEANINGLESS,,,,,,
145,add a student with name=anderson,ADD,student,"{""name"": ""anderson""}",,ADD,student,"{""name"": ""anderson""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=None
expected_class=student
user_msg: add a student with name=anderson"
146,add a teacher with name equal to 'italo roger',ADD,teacher,"{""name"": ""Italo Roger""}",,ADD,teacher,"{""name"": ""Italo Roger""}",,,assertion,"'teacher' != 'none'
- teacher
+ none
 : entity class not correct.
processed_class=None
expected_class=teacher
user_msg: add a teacher with name equal to 'italo roger'"
147,get all teachers,READ,teacher,,,READ,teacher,,,,assertion,"'teacher' != 'greeting'
- teacher
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=teacher
user_msg: get all teachers"
148,get teachers,READ,teacher,,,READ,teacher,,,,assertion,"'teacher' != 'greeting'
- teacher
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=teacher
user_msg: get teachers"
149,"amg:
[debug_mode_on]
student (id: 1)
name: anderson martins
age: 42
student (id: 3)
name: anderson martins
age: 42
student (id: 7)
name: anderson martins
age: 42
main orientation: a maximum of 10 registers are shown, ordered by the newest updated ones. apply filters
first name: anderson
student (id: 8)
name: anderson martins
age: 42
student (id: 6)
main orientation: a maximum of 10 registers are shown, ordered by the newest updated ones.
student (id: 5)
gender: male
student (id: 2)
name: marina
age: 38
------view all
a maximum of 10  registers are shown, ordered by the newest updated ones.
apply filters to a more accurate search.

dome_dev_amg:
[debug_mode_on]
sorry, but i could not complete the operation. please, try again using other words.
(say help for examples)

amg:
[debug_mode_on]
student (id: 1)
name: anderson martins
age: 42
student (id: 3)
name: anderson martins
age: 42
student (id: 7)
name: anderson martins
age: 42
main orientation: a maximum of 10 registers are shown, ordered by the newest updated ones. apply filters
first name: anderson
student (id: 8)
name: anderson martins
age: 42
student (id: 6)
main orientation: a maximum of 10 registers are shown, ordered by the newest updated ones.
student (id: 5)
gender: male
student (id: 2)
name: marina
age: 38
------view all
a maximum of 10  registers are shown, ordered by the newest updated ones.
apply filters to a more accurate search. ffff

dome_dev_amg:
[debug_mode_on]
sorry, but i could not complete the operation. please, try again using other words.
(say help for examples)",MEANINGLESS,,,,MEANINGLESS,,,,,,
150,give me all students,READ,student,,,READ,student,,,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: give me all students"
151,add a former teacher with name = anderson,ADD,teacher,"{""name"": ""Anderson""}",,ADD,former_teacher,"{""name"": ""Anderson""}",,assertion,assertion,"'former_teacher' != 'none'
- former_teacher
+ none
 : entity class not correct.
processed_class=None
expected_class=former_teacher
user_msg: add a former teacher with name = anderson"
152,add a former student with name = roger,ADD,former_student,"{""name"": ""Roger""}",,ADD,former_student,"{""name"": ""Roger""}",,,assertion,"'former_student' != 'none'
- former_student
+ none
 : entity class not correct.
processed_class=None
expected_class=former_student
user_msg: add a former student with name = roger"
153,"dome experiment:
teacher (id: 2)
name: anderson martins
------view all
a maximum of 10  registers are shown, ordered by the newest updated ones.
apply filters to a more accurate search.

teacher (id: 2)
name: anderson martins
------view all
a maximum of 10  registers are shown, ordered by the newest updated ones.
apply filters to a more accurate search.",READ,teacher,"{""dome"": ""TEACHER"", ""id"": ""TEACHER""}",,MEANINGLESS,,,,assertion,,
154,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"{""title"": ""DoME: an experiment""}",,ADD,article,"{""title"": ""DoME: an experiment"", ""abstract"":""this is a cool experiment"", ""keywords"": ""dome, ai, machine learning, self-drive systems, python"", ""date"":""2023"",""first_author"": ""anderson martins gomes"", ""co_author"": ""paulo henrique maia"", ""second_author"": ""marina alves costa gomes""}",,assertion,assertion,"'article' != 'greeting__when_the_user_starts_an_interaction_with_the_chatbot__v_g'
- article
+ greeting__when_the_user_starts_an_interaction_with_the_chatbot__v_g
 : entity class not correct.
processed_class=GREETING__when_the_user_starts_an_interaction_with_the_chatbot__v_g
expected_class=article
user_msg: add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’"
155,add a movie with name=final fantasy,ADD,film,"{""name"": ""Final Fantasy""}",,ADD,film,"{""name"": ""Final Fantasy""}",,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add a movie with name=final fantasy"
156,get movies,READ,film,,,READ,film,,,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: get movies"
157,get filmes where id=3,READ,film,"{""id"": ""3""}",,READ,film,"{""id"": ""3""}",,,assertion,"'film' != 'id'
- film
+ id
 : entity class not correct.
processed_class=id
expected_class=film
user_msg: get filmes where id=3"
158,get films,READ,film,,,READ,film,,,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: get films"
159,"update film with id=6, setting year to 2023",UPDATE,film,"{""year"": ""2023""}","{""id"": ""6""}",UPDATE,film,"{""year"": ""2023""}","{""id"": ""6""}",,assertion,"'film' != 'id'
- film
+ id
 : entity class not correct.
processed_class=id
expected_class=film
user_msg: update film with id=6, setting year to 2023"
160,add film with title=et,ADD,film,"{""title"": ""ET""}",,ADD,film,"{""title"": ""ET""}",,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: add film with title=et"
161,add student with name='anderson',ADD,student,"{""name"": ""anderson""}",,ADD,student,"{""name"": ""anderson""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=None
expected_class=student
user_msg: add student with name='anderson'"
162,get all films,READ,film,,,READ,film,,,,assertion,"'film' != 'greeting'
- film
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=film
user_msg: get all films"
163,add a student with age=43,ADD,student,"{""age"": ""43""}",,ADD,student,"{""age"": ""43""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=None
expected_class=student
user_msg: add a student with age=43"
164,anderson,READ,,,,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: anderson"
165,get student with name=julio,READ,student,"{""name"": ""Julio""}",,READ,student,"{""name"": ""Julio""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: get student with name=julio"
166,get student with name=anderson,READ,student,"{""name"": ""Anderson""}",,READ,student,"{""name"": ""Anderson""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: get student with name=anderson"
167,add student with name=julio,ADD,student,"{""name"": ""Julio""}",,ADD,student,"{""name"": ""Julio""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: add student with name=julio"
168,lista students,MEANINGLESS,,,,MEANINGLESS,,,,,,
169,list student,READ,student,,,READ,student,,,,assertion,"<Intent.READ: 'READ'> != <Intent.MEANINGLESS: 'MEANINGLESS'> : intent not correct.
processed_intent = MEANINGLESS
expected_intent = READ
user_msg: list student"
170,add course with name='computer engineering',ADD,course,"{""name"": ""Computer Engineering""}",,ADD,course,"{""name"": ""Computer Engineering""}",,,assertion,"'course' != 'greeting'
- course
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=course
user_msg: add course with name='computer engineering'"
171,list all entities,READ,entities,,,READ,entities,,,,assertion,"'entities' != 'greeting'
- entities
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=entities
user_msg: list all entities"
172,get coursed,MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: get coursed"
173,get courses,READ,course,,,READ,course,,,,assertion,"'course' != 'greeting'
- course
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=course
user_msg: get courses"
174,show course,READ,course,,,READ,course,,,,assertion,"'course' != 'greeting'
- course
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=course
user_msg: show course"
175,get the class with name=student,READ,student,"{""class"": ""student""}",,READ,student,"{""class"": ""student""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: get the class with name=student"
176,add student with name=abcd,ADD,student,"{""name"": ""abcd""}",,ADD,student,"{""name"": ""abcd""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=None
expected_class=student
user_msg: add student with name=abcd"
177,add student with name=abcdef,ADD,student,"{""name"": ""abcdef""}",,ADD,student,"{""name"": ""abcdef""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=None
expected_class=student
user_msg: add student with name=abcdef"
178,"add student with name='maria', phone=123456",ADD,student,"{""name"": ""maria"", ""phone"": ""123456""}",,ADD,student,"{""name"": ""maria"", ""phone"": ""123456""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: add student with name='maria', phone=123456"
179,add register with email=andersonmg@gmail.com,ADD,,,,ADD,,,,,assertion,"'none' != '_'
- none
+ _
 : entity class not correct.
processed_class=_
expected_class=None
user_msg: add register with email=andersonmg@gmail.com"
180,add student with name joseph,ADD,student,"{""name"": ""Joseph""}",,ADD,student,"{""name"": ""Joseph""}",,,assertion,"'student' != 'greeting'
- student
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=student
user_msg: add student with name joseph"
181,update student age=40 when id= 4,UPDATE,student,"{""age"": ""40""}","{""id"": ""4""}",UPDATE,student,"{""age"": ""40""}","{""id"": ""4""}",,assertion,"'student' != 'id'
- student
+ id
 : entity class not correct.
processed_class=id
expected_class=student
user_msg: update student age=40 when id= 4"
182,"add an article with title='dome: a reference architecture, publish year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture, publish year = 2023""}",,ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish_year"":""2023""}",,assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add an article with title='dome: a reference architecture, publish year = 2023"
183,"add an article with title='dome: a reference architecture', and the publish year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish"": ""2023""}",,ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish_year"":""2023""}",,assertion,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add an article with title='dome: a reference architecture', and the publish year = 2023"
184,"add an article with title='dome: a reference architecture', and year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""year"": ""2023""}",,ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""year"": ""2023""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add an article with title='dome: a reference architecture', and year = 2023"
185,get all articles,READ,article,,,READ,article,,,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: get all articles"
186,"add article with title='another article', and author='charles bronson'",ADD,article,"{""title"": ""Another Article"", ""author"": ""Charles Bronson""}",,ADD,article,"{""title"": ""Another Article"", ""author"": ""Charles Bronson""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add article with title='another article', and author='charles bronson'"
187,show me all articles,READ,article,,,READ,article,,,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me all articles"
188,"update the article with id=1, setting the author='madona'",UPDATE,article,"{""author"": ""Madona""}","{""id"": ""1""}",UPDATE,article,"{""author"": ""Madona""}","{""id"": ""1""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id=1, setting the author='madona'"
189,kd ffggg,MEANINGLESS,,,,MEANINGLESS,,,,,,
190,i want you to show me all articles,READ,article,,,READ,article,,,,assertion,"<Intent.READ: 'READ'> != <Intent.MEANINGLESS: 'MEANINGLESS'> : intent not correct.
processed_intent = MEANINGLESS
expected_intent = READ
user_msg: i want you to show me all articles"
191,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",ADD,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}",,ADD,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits"""
192,show all articles,READ,article,,,READ,article,,,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show all articles"
193,"update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'",UPDATE,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}","{""id"": ""2""}",UPDATE,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}","{""id"": ""2""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'"
194,add a new article with title 'quantum machine learning',ADD,article,"{""title"": ""Quantum Machine Learning""}",,ADD,article,"{""title"": ""Quantum Machine Learning""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add a new article with title 'quantum machine learning'"
195,show me articles,READ,article,,,READ,article,,,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show me articles"
196,"update the article with id 3, but now i want to set its year=2022",UPDATE,article,"{""year"": ""2022""}","{""id"": ""3""}",UPDATE,article,"{""year"": ""2022""}","{""id"": ""3""}",,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: update the article with id 3, but now i want to set its year=2022"
197,show articles,READ,article,,,READ,article,,,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: show articles"
198,add a new article with title='futuro deletado,ADD,article,"{""title"": ""futuro deletado""}",,ADD,article,"{""title"": ""futuro deletado""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add a new article with title='futuro deletado"
199,delete all articles with title='futuro deletado',DELETE,article,"{""title"": ""futuro deletado""}",,DELETE,article,"{""title"": ""futuro deletado""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: delete all articles with title='futuro deletado'"
200,bye bye,GOODBYE,,,,GOODBYE,,,,,assertion,"<Intent.GOODBYE: 'GOODBYE'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = GOODBYE
user_msg: bye bye"
201,get blockages,READ,blockages,,,READ,blockages,,,,assertion,"'blockages' != 'greeting'
- blockages
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=blockages
user_msg: get blockages"
202,"add a blockade with the localization ’222 road, km 13’",ADD,blockade,"{""localization"": ""222 road, km 13\u2019""}",,ADD,blockade,"{""localization"": ""222 road, km 13\u2019""}",,,assertion,"'blockade' != 'greeting'
- blockade
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=blockade
user_msg: add a blockade with the localization ’222 road, km 13’"
203,show me all blockages,READ,blockages,,,READ,blockages,,,,assertion,"'blockages' != 'greeting'
- blockages
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=blockages
user_msg: show me all blockages"
204,show me all blockades,READ,blockade,,,READ,blockade,,,,assertion,"'blockade' != 'greeting'
- blockade
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=blockade
user_msg: show me all blockades"
205,"add a blockade with the localization ’222 road, km 13’, and type='partial blockade'",ADD,blockade,"{""localization"": ""222 road, km 13\u2019"", ""type"": ""partial blockade""}",,ADD,blockade,"{""localization"": ""222 road, km 13\u2019"", ""type"": ""partial blockade""}",,,assertion,"'blockade' != 'greeting'
- blockade
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=blockade
user_msg: add a blockade with the localization ’222 road, km 13’, and type='partial blockade'"
206,get blockades,READ,blockade,,,READ,blockade,,,,assertion,"'blockade' != 'greeting'
- blockade
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=blockade
user_msg: get blockades"
207,"add a blockade with the localization ’116 road, km 105’, and type='partial blockade'",ADD,blockade,"{""localization"": ""116 road, km 105\u2019"", ""type"": ""partial blockade""}",,ADD,blockade,"{""localization"": ""116 road, km 105\u2019"", ""type"": ""partial blockade""}",,,assertion,"'blockade' != 'greeting'
- blockade
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=blockade
user_msg: add a blockade with the localization ’116 road, km 105’, and type='partial blockade'"
208,add article with title 'shor's quantum',ADD,article,"{""title"": ""Shor's Quantum""}",,ADD,article,"{""title"": ""Shor's Quantum""}",,,assertion,"'article' != 'greeting'
- article
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=article
user_msg: add article with title 'shor's quantum'"
209,qwrewq,MEANINGLESS,,,,MEANINGLESS,,,,,,
210,show me all,READ,,,,READ,,,,,assertion,"'none' != 'greeting'
- none
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=None
user_msg: show me all"
211,get,READ,,,,READ,,,,,assertion,"'none' != 'greeting'
- none
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=None
user_msg: get"
212,give me,READ,,,,READ,,,,,assertion,"'none' != 'greeting'
- none
+ greeting
 : entity class not correct.
processed_class=GREETING
expected_class=None
user_msg: give me"
