id,user_msg,processed_intent,processed_class,processed_attributes,processed_filter_attributes,expected_intent,expected_class,expected_attributes,expected_filter_attributes,evaluation1_error_type,evaluation2_error_type,evaluation2_error_description
108,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",ADD,student,"{""name"": ""Rodrigo"", ""age"": ""20"", ""skin"": ""white""}",,ADD,student,"{""name"": ""Rodrigo"", ""age"": ""20"", ""skin"": ""white""}",,,assertion,"<Intent.ADD: 'ADD'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = ADD
user_msg: i want to add a student with name 'rodrigo', age 20 and his skin color is white"
109,"now, i want to view all students",READ,student,,,READ,student,,,,,
110,i want to delete all students,DELETE,student,,,DELETE,student,,,,assertion,"<Intent.DELETE: 'DELETE'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = DELETE
user_msg: i want to delete all students"
111,delete students,DELETE,student,,,DELETE,student,,,,,
112,delete students with id <= 4,DELETE,student,"{""id"": ""4""}",,DELETE,student,"{""id"": ""4""}",,,assertion,"""{'id': '4'}"" != 'none'
- {'id': '4'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '4'}
user_msg: delete students with id <= 4"
113,delete students with idless than or equal to 4,DELETE,idless,"{""students"": ""idless""}",,DELETE,student,,,assertion,,
114,delete students with id less than or equal to 4,DELETE,student,"{""id"": ""less than or equal to 4""}",,DELETE,student,"{""id"": ""less than or equal to 4""}",,,assertion,"""{'id': 'less than or equal to 4'}"" != 'none'
- {'id': 'less than or equal to 4'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': 'less than or equal to 4'}
user_msg: delete students with id less than or equal to 4"
115,"delete students with id=1, id=2 and id=3",DELETE,student,,,DELETE,student,,,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: delete students with id=1, id=2 and id=3"
116,get students with id <4,READ,student,"{""id"": ""4""}",,READ,student,"{""id"": ""4""}",,,assertion,"""{'id': '4'}"" != 'none'
- {'id': '4'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '4'}
user_msg: get students with id <4"
117,get all students with name 'rodrigo',READ,student,"{""name"": ""Rodrigo""}",,READ,student,"{""name"": ""Rodrigo""}",,,assertion,"""{'name': 'rodrigo'}"" != 'none'
- {'name': 'rodrigo'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'rodrigo'}
user_msg: get all students with name 'rodrigo'"
118,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",UPDATE,student,"{""name"": ""Rodrigo Freitas""}","{""name"": ""Rodrigo""}",UPDATE,student,"{""name"": ""Rodrigo Freitas""}","{""name"": ""Rodrigo""}",,general,'NoneType' object has no attribute 'intent'
119,remove the characteristc 'update' from all students,DELETE,characteristc,"{""characteristc"": ""update""}",,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.DELETE: 'DELETE'> : intent not correct.
processed_intent = DELETE
expected_intent = MEANINGLESS
user_msg: remove the characteristc 'update' from all students"
120,delete 'update' from all students,DELETE,student,,,DELETE,student,,,,,
121,get all students that starts with 'r',READ,student,,,READ,student,,,,,
122,get all students starting with the letter r,READ,student,"{""letter"": ""R""}",,READ,student,"{""letter"": ""R""}",,,assertion,"""{'letter': 'r'}"" != 'none'
- {'letter': 'r'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'letter': 'r'}
user_msg: get all students starting with the letter r"
123,get all students that the name starts with the letter r,READ,student,"{""name"": ""R""}",,READ,student,"{""name"": ""R""}",,,assertion,"""{'name': 'r'}"" != 'none'
- {'name': 'r'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'r'}
user_msg: get all students that the name starts with the letter r"
124,"add film with name ""love, rosie"" and genre ""romance""",ADD,film,"{""name"": ""love, Rosie"", ""genre"": ""romance""}",,ADD,film,"{""name"": ""love, Rosie"", ""genre"": ""romance""}",,,assertion,"""{'name': 'love, rosie', 'genre': 'romance'}"" != 'none'
- {'name': 'love, rosie', 'genre': 'romance'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'love, rosie', 'genre': 'romance'}
user_msg: add film with name ""love, rosie"" and genre ""romance"""
125,show me the section film,READ,film,"{""section"": ""film""}",,READ,section_film,,,assertion,assertion,"'section_film' != 'film'
- section_film
+ film
 : entity class not correct.
processed_class=film
expected_class=section_film
user_msg: show me the section film"
126,show me film,READ,film,,,READ,film,,,,,
127,how do i apply filters?,HELP,,,,HELP,,,,,,
128,"add film ""batman (2022)"" with genre=action",ADD,film,"{""genre"": ""action""}",,ADD,film,"{""genre"": ""action""}",,,assertion,"""{'genre': 'action'}"" != 'none'
- {'genre': 'action'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'genre': 'action'}
user_msg: add film ""batman (2022)"" with genre=action"
129,"add film with name ""batman (2022)"" and genre=action",ADD,film,"{""name"": ""Batman (2022)"", ""genre"": ""action""}",,ADD,film,"{""name"": ""Batman (2022)"", ""genre"": ""action""}",,,assertion,"""{'name': 'batman (2022)', 'genre': 'action'}"" != 'none'
- {'name': 'batman (2022)', 'genre': 'action'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'batman (2022)', 'genre': 'action'}
user_msg: add film with name ""batman (2022)"" and genre=action"
130,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",ADD,film,,,ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",,assertion,assertion,"""{'name': 'avatar (2022)', 'genre': 'action'}"" != 'none'
- {'name': 'avatar (2022)', 'genre': 'action'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'avatar (2022)', 'genre': 'action'}
user_msg: add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama"""
131,"add a film with name ""avatar (2022)"" and genre=action",ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",,ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",,,assertion,"""{'name': 'avatar (2022)', 'genre': 'action'}"" != 'none'
- {'name': 'avatar (2022)', 'genre': 'action'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'avatar (2022)', 'genre': 'action'}
user_msg: add a film with name ""avatar (2022)"" and genre=action"
132,"now add film with name=crepúsculo and genre ""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"""{'name': 'crepusculo', 'genre': 'drama'}"" != 'none'
- {'name': 'crepusculo', 'genre': 'drama'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'crepusculo', 'genre': 'drama'}
user_msg: now add film with name=crepúsculo and genre ""drama"""
133,"add film with name=crepúsculo and genre ""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"""{'name': 'crepusculo', 'genre': 'drama'}"" != 'none'
- {'name': 'crepusculo', 'genre': 'drama'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'crepusculo', 'genre': 'drama'}
user_msg: add film with name=crepúsculo and genre ""drama"""
134,"add film with name='crepúsculo' and genre ""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"""{'name': 'crepusculo', 'genre': 'drama'}"" != 'none'
- {'name': 'crepusculo', 'genre': 'drama'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'crepusculo', 'genre': 'drama'}
user_msg: add film with name='crepúsculo' and genre ""drama"""
135,"film with name='crepúsculo' and genre=""drama""",MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.CONFIRMATION: 'CONFIRMATION'> : intent not correct.
processed_intent = CONFIRMATION
expected_intent = MEANINGLESS
user_msg: film with name='crepúsculo' and genre=""drama"""
136,"add film film with name='crepúsculo' and genre=""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"""{'name': 'crepusculo', 'genre': 'drama'}"" != 'none'
- {'name': 'crepusculo', 'genre': 'drama'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'crepusculo', 'genre': 'drama'}
user_msg: add film film with name='crepúsculo' and genre=""drama"""
137,"add film with name='crepúsculo' and genre=""drama""",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"""{'name': 'crepusculo', 'genre': 'drama'}"" != 'none'
- {'name': 'crepusculo', 'genre': 'drama'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'crepusculo', 'genre': 'drama'}
user_msg: add film with name='crepúsculo' and genre=""drama"""
138,"add film with name ""crepúsculo"" and genre=drama",ADD,film,,,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,assertion,assertion,"""{'name': 'crepusculo', 'genre': 'drama'}"" != 'none'
- {'name': 'crepusculo', 'genre': 'drama'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'crepusculo', 'genre': 'drama'}
user_msg: add film with name ""crepúsculo"" and genre=drama"
139,"add film with name ""crepusculo"" and genre=drama",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",,,assertion,"""{'name': 'crepusculo', 'genre': 'drama'}"" != 'none'
- {'name': 'crepusculo', 'genre': 'drama'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'crepusculo', 'genre': 'drama'}
user_msg: add film with name ""crepusculo"" and genre=drama"
140,show me film where action is the genre,READ,film,"{""action"": ""the genre""}",,READ,film,"{""genre"": ""action""}",,assertion,assertion,"""{'genre': 'action'}"" != 'none'
- {'genre': 'action'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'genre': 'action'}
user_msg: show me film where action is the genre"
141,show me film where genre = action,READ,film,"{""genre"": ""action""}",,READ,film,"{""genre"": ""action""}",,,assertion,"""{'genre': 'action'}"" != 'none'
- {'genre': 'action'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'genre': 'action'}
user_msg: show me film where genre = action"
142,"that's all, thanks!",GOODBYE,,,,GOODBYE,,,,,assertion,"<Intent.GOODBYE: 'GOODBYE'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = GOODBYE
user_msg: that's all, thanks!"
143,help!,HELP,,,,HELP,,,,,assertion,"<Intent.HELP: 'HELP'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = HELP
user_msg: help!"
144,sadfsafa,MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: sadfsafa"
145,add a student with name=anderson,ADD,student,"{""name"": ""anderson""}",,ADD,student,"{""name"": ""anderson""}",,,assertion,"""{'name': 'anderson'}"" != 'none'
- {'name': 'anderson'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'anderson'}
user_msg: add a student with name=anderson"
146,add a teacher with name equal to 'italo roger',ADD,teacher,"{""name"": ""Italo Roger""}",,ADD,teacher,"{""name"": ""Italo Roger""}",,,assertion,"""{'name': 'italo roger'}"" != 'none'
- {'name': 'italo roger'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'italo roger'}
user_msg: add a teacher with name equal to 'italo roger'"
147,get all teachers,READ,teacher,,,READ,teacher,,,,,
148,get teachers,READ,teacher,,,READ,teacher,,,,,
149,"amg:
[debug_mode_on]
student (id: 1)
name: anderson martins
age: 42
student (id: 3)
name: anderson martins
age: 42
student (id: 7)
name: anderson martins
age: 42
main orientation: a maximum of 10 registers are shown, ordered by the newest updated ones. apply filters
first name: anderson
student (id: 8)
name: anderson martins
age: 42
student (id: 6)
main orientation: a maximum of 10 registers are shown, ordered by the newest updated ones.
student (id: 5)
gender: male
student (id: 2)
name: marina
age: 38
------view all
a maximum of 10  registers are shown, ordered by the newest updated ones.
apply filters to a more accurate search.

dome_dev_amg:
[debug_mode_on]
sorry, but i could not complete the operation. please, try again using other words.
(say help for examples)

amg:
[debug_mode_on]
student (id: 1)
name: anderson martins
age: 42
student (id: 3)
name: anderson martins
age: 42
student (id: 7)
name: anderson martins
age: 42
main orientation: a maximum of 10 registers are shown, ordered by the newest updated ones. apply filters
first name: anderson
student (id: 8)
name: anderson martins
age: 42
student (id: 6)
main orientation: a maximum of 10 registers are shown, ordered by the newest updated ones.
student (id: 5)
gender: male
student (id: 2)
name: marina
age: 38
------view all
a maximum of 10  registers are shown, ordered by the newest updated ones.
apply filters to a more accurate search. ffff

dome_dev_amg:
[debug_mode_on]
sorry, but i could not complete the operation. please, try again using other words.
(say help for examples)",MEANINGLESS,,,,MEANINGLESS,,,,,,
150,give me all students,READ,student,,,READ,student,,,,,
151,add a former teacher with name = anderson,ADD,teacher,"{""name"": ""Anderson""}",,ADD,former_teacher,"{""name"": ""Anderson""}",,assertion,assertion,"'former_teacher' != 'none'
- former_teacher
+ none
 : entity class not correct.
processed_class=none
expected_class=former_teacher
user_msg: add a former teacher with name = anderson"
152,add a former student with name = roger,ADD,former_student,"{""name"": ""Roger""}",,ADD,former_student,"{""name"": ""Roger""}",,,assertion,"""{'name': 'roger'}"" != 'none'
- {'name': 'roger'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'roger'}
user_msg: add a former student with name = roger"
153,"dome experiment:
teacher (id: 2)
name: anderson martins
------view all
a maximum of 10  registers are shown, ordered by the newest updated ones.
apply filters to a more accurate search.

teacher (id: 2)
name: anderson martins
------view all
a maximum of 10  registers are shown, ordered by the newest updated ones.
apply filters to a more accurate search.",READ,teacher,"{""dome"": ""TEACHER"", ""id"": ""TEACHER""}",,MEANINGLESS,,,,assertion,,
154,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"{""title"": ""DoME: an experiment""}",,ADD,article,"{""title"": ""DoME: an experiment"", ""abstract"":""this is a cool experiment"", ""keywords"": ""dome, ai, machine learning, self-drive systems, python"", ""date"":""2023"",""first_author"": ""anderson martins gomes"", ""co_author"": ""paulo henrique maia"", ""second_author"": ""marina alves costa gomes""}",,assertion,assertion,"""{'title': 'dome: an experiment', 'abstra[238 chars]es'}"" != 'none'
- {'title': 'dome: an experiment', 'abstract': 'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date': '2023', 'first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'dome: an experiment', 'abstract': 'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date': '2023', 'first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}
user_msg: add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’"
155,add a movie with name=final fantasy,ADD,film,"{""name"": ""Final Fantasy""}",,ADD,film,"{""name"": ""Final Fantasy""}",,,assertion,"""{'name': 'final fantasy'}"" != 'none'
- {'name': 'final fantasy'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'final fantasy'}
user_msg: add a movie with name=final fantasy"
156,get movies,READ,film,,,READ,film,,,,,
157,get filmes where id=3,READ,film,"{""id"": ""3""}",,READ,film,"{""id"": ""3""}",,,assertion,"""{'id': '3'}"" != 'none'
- {'id': '3'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'id': '3'}
user_msg: get filmes where id=3"
158,get films,READ,film,,,READ,film,,,,,
159,"update film with id=6, setting year to 2023",UPDATE,film,"{""year"": ""2023""}","{""id"": ""6""}",UPDATE,film,"{""year"": ""2023""}","{""id"": ""6""}",,general,'NoneType' object has no attribute 'intent'
160,add film with title=et,ADD,film,"{""title"": ""ET""}",,ADD,film,"{""title"": ""ET""}",,,assertion,"""{'title': 'et'}"" != 'none'
- {'title': 'et'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'et'}
user_msg: add film with title=et"
161,add student with name='anderson',ADD,student,"{""name"": ""anderson""}",,ADD,student,"{""name"": ""anderson""}",,,assertion,"""{'name': 'anderson'}"" != 'none'
- {'name': 'anderson'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'anderson'}
user_msg: add student with name='anderson'"
162,get all films,READ,film,,,READ,film,,,,,
163,add a student with age=43,ADD,student,"{""age"": ""43""}",,ADD,student,"{""age"": ""43""}",,,assertion,"""{'age': '43'}"" != 'none'
- {'age': '43'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'age': '43'}
user_msg: add a student with age=43"
164,anderson,READ,,,,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: anderson"
165,get student with name=julio,READ,student,"{""name"": ""Julio""}",,READ,student,"{""name"": ""Julio""}",,,assertion,"""{'name': 'julio'}"" != 'none'
- {'name': 'julio'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'julio'}
user_msg: get student with name=julio"
166,get student with name=anderson,READ,student,"{""name"": ""Anderson""}",,READ,student,"{""name"": ""Anderson""}",,,assertion,"""{'name': 'anderson'}"" != 'none'
- {'name': 'anderson'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'anderson'}
user_msg: get student with name=anderson"
167,add student with name=julio,ADD,student,"{""name"": ""Julio""}",,ADD,student,"{""name"": ""Julio""}",,,assertion,"""{'name': 'julio'}"" != 'none'
- {'name': 'julio'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'julio'}
user_msg: add student with name=julio"
168,lista students,MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.CONFIRMATION: 'CONFIRMATION'> : intent not correct.
processed_intent = CONFIRMATION
expected_intent = MEANINGLESS
user_msg: lista students"
169,list student,READ,student,,,READ,student,,,,,
170,add course with name='computer engineering',ADD,course,"{""name"": ""Computer Engineering""}",,ADD,course,"{""name"": ""Computer Engineering""}",,,assertion,"""{'name': 'computer engineering'}"" != 'none'
- {'name': 'computer engineering'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'computer engineering'}
user_msg: add course with name='computer engineering'"
171,list all entities,READ,entities,,,READ,entities,,,,,
172,get coursed,MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.READ: 'READ'> : intent not correct.
processed_intent = READ
expected_intent = MEANINGLESS
user_msg: get coursed"
173,get courses,READ,course,,,READ,course,,,,,
174,show course,READ,course,,,READ,course,,,,,
175,get the class with name=student,READ,student,"{""class"": ""student""}",,READ,student,"{""class"": ""student""}",,,assertion,"""{'class': 'student'}"" != 'none'
- {'class': 'student'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'class': 'student'}
user_msg: get the class with name=student"
176,add student with name=abcd,ADD,student,"{""name"": ""abcd""}",,ADD,student,"{""name"": ""abcd""}",,,assertion,"""{'name': 'abcd'}"" != 'none'
- {'name': 'abcd'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'abcd'}
user_msg: add student with name=abcd"
177,add student with name=abcdef,ADD,student,"{""name"": ""abcdef""}",,ADD,student,"{""name"": ""abcdef""}",,,assertion,"""{'name': 'abcdef'}"" != 'none'
- {'name': 'abcdef'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'abcdef'}
user_msg: add student with name=abcdef"
178,"add student with name='maria', phone=123456",ADD,student,"{""name"": ""maria"", ""phone"": ""123456""}",,ADD,student,"{""name"": ""maria"", ""phone"": ""123456""}",,,assertion,"""{'name': 'maria', 'phone': '123456'}"" != 'none'
- {'name': 'maria', 'phone': '123456'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'maria', 'phone': '123456'}
user_msg: add student with name='maria', phone=123456"
179,add register with email=andersonmg@gmail.com,ADD,,,,ADD,,,,,,
180,add student with name joseph,ADD,student,"{""name"": ""Joseph""}",,ADD,student,"{""name"": ""Joseph""}",,,assertion,"""{'name': 'joseph'}"" != 'none'
- {'name': 'joseph'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'joseph'}
user_msg: add student with name joseph"
181,update student age=40 when id= 4,UPDATE,student,"{""age"": ""40""}","{""id"": ""4""}",UPDATE,student,"{""age"": ""40""}","{""id"": ""4""}",,general,'NoneType' object has no attribute 'intent'
182,"add an article with title='dome: a reference architecture, publish year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture, publish year = 2023""}",,ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish_year"":""2023""}",,assertion,assertion,"""{'title': 'dome: a reference architecture', 'publish_year': '2023'}"" != 'none'
- {'title': 'dome: a reference architecture', 'publish_year': '2023'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'dome: a reference architecture', 'publish_year': '2023'}
user_msg: add an article with title='dome: a reference architecture, publish year = 2023"
183,"add an article with title='dome: a reference architecture', and the publish year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish"": ""2023""}",,ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish_year"":""2023""}",,assertion,assertion,"""{'title': 'dome: a reference architecture', 'publish_year': '2023'}"" != 'none'
- {'title': 'dome: a reference architecture', 'publish_year': '2023'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'dome: a reference architecture', 'publish_year': '2023'}
user_msg: add an article with title='dome: a reference architecture', and the publish year = 2023"
184,"add an article with title='dome: a reference architecture', and year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""year"": ""2023""}",,ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""year"": ""2023""}",,,assertion,"""{'title': 'dome: a reference architecture', 'year': '2023'}"" != 'none'
- {'title': 'dome: a reference architecture', 'year': '2023'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'dome: a reference architecture', 'year': '2023'}
user_msg: add an article with title='dome: a reference architecture', and year = 2023"
185,get all articles,READ,article,,,READ,article,,,,,
186,"add article with title='another article', and author='charles bronson'",ADD,article,"{""title"": ""Another Article"", ""author"": ""Charles Bronson""}",,ADD,article,"{""title"": ""Another Article"", ""author"": ""Charles Bronson""}",,,assertion,"'article' != 'none'
- article
+ none
 : entity class not correct.
processed_class=none
expected_class=article
user_msg: add article with title='another article', and author='charles bronson'"
187,show me all articles,READ,article,,,READ,article,,,,,
188,"update the article with id=1, setting the author='madona'",UPDATE,article,"{""author"": ""Madona""}","{""id"": ""1""}",UPDATE,article,"{""author"": ""Madona""}","{""id"": ""1""}",,general,'NoneType' object has no attribute 'intent'
189,kd ffggg,MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: kd ffggg"
190,i want you to show me all articles,READ,article,,,READ,article,,,,,
191,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",ADD,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}",,ADD,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}",,,assertion,"'article' != 'none'
- article
+ none
 : entity class not correct.
processed_class=none
expected_class=article
user_msg: add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits"""
192,show all articles,READ,article,,,READ,article,,,,,
193,"update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'",UPDATE,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}","{""id"": ""2""}",UPDATE,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}","{""id"": ""2""}",,general,'NoneType' object has no attribute 'intent'
194,add a new article with title 'quantum machine learning',ADD,article,"{""title"": ""Quantum Machine Learning""}",,ADD,article,"{""title"": ""Quantum Machine Learning""}",,,assertion,"""{'title': 'quantum machine learning'}"" != 'none'
- {'title': 'quantum machine learning'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'quantum machine learning'}
user_msg: add a new article with title 'quantum machine learning'"
195,show me articles,READ,article,,,READ,article,,,,,
196,"update the article with id 3, but now i want to set its year=2022",UPDATE,article,"{""year"": ""2022""}","{""id"": ""3""}",UPDATE,article,"{""year"": ""2022""}","{""id"": ""3""}",,general,'NoneType' object has no attribute 'intent'
197,show articles,READ,article,,,READ,article,,,,,
198,add a new article with title='futuro deletado,ADD,article,"{""title"": ""futuro deletado""}",,ADD,article,"{""title"": ""futuro deletado""}",,,assertion,"""{'title': 'futuro deletado'}"" != 'none'
- {'title': 'futuro deletado'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'futuro deletado'}
user_msg: add a new article with title='futuro deletado"
199,delete all articles with title='futuro deletado',DELETE,article,"{""title"": ""futuro deletado""}",,DELETE,article,"{""title"": ""futuro deletado""}",,,assertion,"""{'title': 'futuro deletado'}"" != 'none'
- {'title': 'futuro deletado'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'futuro deletado'}
user_msg: delete all articles with title='futuro deletado'"
200,bye bye,GOODBYE,,,,GOODBYE,,,,,assertion,"<Intent.GOODBYE: 'GOODBYE'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = GOODBYE
user_msg: bye bye"
201,get blockages,READ,blockages,,,READ,blockages,,,,,
202,"add a blockade with the localization ’222 road, km 13’",ADD,blockade,"{""localization"": ""222 road, km 13\u2019""}",,ADD,blockade,"{""localization"": ""222 road, km 13\u2019""}",,,assertion,"""{'localization': '222 road, km 13'}"" != 'none'
- {'localization': '222 road, km 13'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'localization': '222 road, km 13'}
user_msg: add a blockade with the localization ’222 road, km 13’"
203,show me all blockages,READ,blockages,,,READ,blockages,,,,,
204,show me all blockades,READ,blockade,,,READ,blockade,,,,,
205,"add a blockade with the localization ’222 road, km 13’, and type='partial blockade'",ADD,blockade,"{""localization"": ""222 road, km 13\u2019"", ""type"": ""partial blockade""}",,ADD,blockade,"{""localization"": ""222 road, km 13\u2019"", ""type"": ""partial blockade""}",,,assertion,"""{'localization': '222 road, km 13', 'type': 'partial blockade'}"" != 'none'
- {'localization': '222 road, km 13', 'type': 'partial blockade'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'localization': '222 road, km 13', 'type': 'partial blockade'}
user_msg: add a blockade with the localization ’222 road, km 13’, and type='partial blockade'"
206,get blockades,READ,blockade,,,READ,blockade,,,,,
